,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
4948,32,75,11,36,46,146,5,43,17,16,65,244,14,28,59,26,45,23,931
4949,3,4,2,1,5,11,0,3,0,0,4,24,0,0,6,0,3,1,67
4950,31,100,12,21,41,193,12,33,14,24,64,171,7,20,75,34,29,34,915
4951,21,37,8,14,30,124,13,19,15,15,48,146,2,15,37,13,18,18,593
4952,7,14,0,6,4,39,1,4,1,0,25,56,0,2,10,2,4,2,177
4953,44,82,7,17,32,29,1,31,7,3,24,96,1,6,66,31,19,11,507
4954,9,4,1,2,7,96,1,6,0,7,23,45,2,6,14,1,5,7,236
4955,0,0,1,0,1,1,0,2,0,5,8,11,1,18,1,1,6,6,62
4956,15,35,6,18,31,79,5,20,5,2,38,124,5,10,47,9,27,8,484
4957,53,108,34,73,95,302,5,101,8,35,101,211,12,48,193,25,32,73,1509
4958,17,50,25,29,103,165,10,66,10,39,60,144,4,35,75,13,32,56,933
4959,10,29,7,8,30,43,1,30,2,14,25,95,5,10,37,5,21,22,394
4960,4,7,1,0,3,23,15,3,3,9,4,31,0,7,6,2,8,14,140
4961,23,54,7,10,25,38,0,33,6,2,27,58,17,2,72,13,27,6,420
4962,16,27,6,6,18,57,0,16,4,8,73,137,8,25,41,6,24,12,484
4963,6,18,4,4,16,46,5,10,2,6,18,56,2,3,21,3,10,14,244
4964,40,78,12,17,71,120,10,49,11,17,60,173,12,23,98,16,25,19,851
4965,11,54,12,9,44,25,0,57,1,4,9,22,3,2,109,8,4,17,391
4966,3,10,2,3,16,6,0,13,0,0,3,12,3,2,44,0,10,0,127
4967,11,22,4,4,21,31,0,14,1,3,8,43,1,0,38,4,7,4,216
4968,2,7,1,1,11,5,0,3,7,1,6,7,0,2,4,4,2,2,65
4969,1,3,1,1,1,8,0,3,0,1,3,18,0,2,4,1,4,3,54
4970,2,2,1,1,3,4,0,2,4,1,6,17,0,0,9,1,19,1,73
4971,2,2,1,1,1,22,0,2,0,1,6,7,2,3,4,1,2,2,59
4972,10,57,11,143,173,77,0,57,3,9,15,28,3,4,94,4,11,19,718
4973,5,9,4,1,7,41,0,10,2,9,40,105,2,12,16,5,19,12,299
4974,7,10,0,0,2,2,0,3,21,1,2,5,2,0,4,4,2,0,65
4975,9,33,10,4,44,52,0,30,1,9,21,67,4,6,64,3,23,13,393
4976,5,14,3,4,12,15,0,11,0,1,7,18,0,1,23,3,6,2,125
4977,11,44,8,25,115,43,1,41,2,3,10,42,3,3,74,8,8,6,447
4978,3,14,8,8,67,13,0,21,1,2,4,15,2,1,28,2,8,6,203
4979,58,121,34,133,135,392,5,124,12,43,97,186,24,59,225,30,45,67,1790
4980,19,33,6,6,21,73,3,19,1,3,44,96,2,7,40,5,12,8,398
4981,21,21,2,2,9,147,0,9,5,2,115,182,8,8,18,19,23,5,596
4982,2,8,3,4,15,10,0,12,1,1,4,10,0,1,20,0,5,1,97
4983,6,11,9,5,11,61,1,24,2,32,13,47,3,13,17,1,5,61,322
4984,12,15,0,0,3,34,10,4,14,1,34,178,0,3,12,7,15,2,344
4985,15,46,7,13,75,12,0,37,2,0,10,26,4,1,126,5,12,3,394
4986,0,12,1,2,18,2,0,7,2,1,1,6,0,0,13,1,3,0,69
4987,8,22,1,2,12,12,0,15,0,0,6,7,1,1,48,1,2,0,138
4988,5,2,0,0,0,6,2,2,2,0,5,15,0,0,4,0,3,2,48
4989,12,17,0,2,2,22,1,1,1,2,10,48,2,2,5,2,4,3,136
4990,7,13,1,3,5,29,9,2,1,2,8,27,0,2,3,3,2,3,120
4991,2,3,0,0,5,0,0,3,0,0,4,13,0,0,5,0,0,0,35
4992,1,4,3,2,7,9,0,5,1,1,4,6,0,0,5,1,2,1,52
4993,1,3,1,1,2,21,0,2,1,6,28,23,0,5,3,1,5,6,109
4994,14,37,9,10,80,24,0,30,5,2,7,37,4,1,51,17,11,7,346
4995,35,62,9,7,32,122,3,20,9,13,67,179,4,9,51,17,23,14,676
4996,13,5,0,0,8,3,0,3,1,1,4,13,0,0,10,1,4,1,67
4997,2,2,2,3,5,52,0,4,0,1,9,3,1,0,4,0,2,5,95
4998,14,10,2,1,4,43,3,3,0,10,8,28,1,5,7,0,3,8,150
4999,5,7,0,2,2,44,0,5,0,3,11,27,1,1,13,1,5,5,132
5000,27,75,16,28,65,107,3,69,4,19,58,146,8,22,118,13,29,32,839
5001,4,16,19,4,16,92,0,21,0,19,97,90,2,49,27,4,10,32,502
5002,15,40,21,18,58,90,0,61,3,16,32,72,4,14,90,10,21,34,599
5003,1,16,2,1,22,5,0,12,0,2,3,7,1,0,22,2,3,1,100
5004,1,3,1,1,3,37,0,2,0,0,9,12,1,2,0,1,0,1,74
5005,32,51,19,12,29,145,0,52,4,33,69,203,18,33,75,17,30,56,878
5006,5,11,1,0,1,5,0,4,10,8,4,15,0,8,3,9,4,9,97
5007,1,2,2,0,1,12,1,2,0,4,3,8,0,1,3,0,1,2,43
5008,41,37,10,13,49,40,3,43,13,13,15,90,5,7,68,8,29,10,494
5009,3,8,3,6,12,34,0,10,0,5,10,16,2,2,20,1,8,3,143
5010,0,2,0,0,4,7,0,3,0,1,11,34,1,1,15,1,38,1,119
5011,27,111,32,51,111,191,0,109,3,41,93,150,9,29,160,16,29,66,1228
5012,1,1,1,1,3,5,0,2,0,0,0,2,15,0,6,0,1,0,38
5013,9,20,1,4,7,13,0,7,2,0,3,39,3,2,16,6,6,2,140
5014,9,29,7,13,80,29,1,32,5,3,14,45,3,3,45,5,20,5,348
5015,39,84,20,23,50,266,6,82,9,29,121,248,20,41,117,24,52,57,1288
5016,6,9,0,2,1,14,0,1,0,1,21,90,2,1,8,2,7,4,169
5017,3,8,2,1,15,2,0,8,1,1,4,16,2,0,24,3,9,1,100
5018,22,28,1,3,10,46,2,16,9,2,44,193,8,5,28,18,30,3,468
5019,18,40,3,14,23,37,0,24,6,0,17,74,4,4,57,11,22,2,356
5020,6,8,18,27,32,30,0,66,1,4,14,16,3,8,47,1,6,11,298
5021,10,63,22,17,89,25,0,36,7,3,14,54,2,4,52,17,37,16,468
5022,5,6,6,2,5,6,1,11,1,1,3,13,1,0,20,1,6,1,89
5023,3,16,3,8,9,32,0,14,2,18,12,40,0,44,14,3,5,22,245
5024,7,10,0,1,3,36,3,6,6,4,14,21,3,8,9,7,4,5,147
5025,14,20,2,9,11,40,4,11,6,4,9,65,5,2,19,6,10,2,239
5026,53,173,31,52,143,316,1,124,9,43,110,235,32,29,265,32,60,88,1796
5027,2,4,0,1,0,12,0,2,0,1,1,6,0,0,2,2,0,0,33
5028,0,1,1,1,2,13,0,1,0,11,3,3,1,10,0,0,0,11,58
5029,17,44,2,9,17,54,0,14,1,4,32,67,3,0,40,10,9,7,330
5030,2,6,1,1,1,18,1,3,1,2,2,4,0,0,3,0,0,2,47
5031,3,3,0,1,1,31,0,2,0,0,38,38,0,1,5,0,6,0,129
5032,7,11,2,5,4,84,1,6,0,10,13,21,0,5,3,3,1,12,188
5033,0,9,0,0,1,23,0,1,1,2,13,11,1,14,2,9,3,4,94
5034,10,46,5,12,43,24,0,32,2,2,20,49,0,6,72,5,16,4,348
5035,18,25,14,5,47,179,0,47,0,8,52,43,5,11,78,4,9,20,565
5036,2,10,1,4,12,16,0,7,2,3,5,10,2,0,14,1,2,6,97
5037,6,20,8,1,9,38,1,9,3,10,38,42,0,7,21,3,6,12,234
5038,19,37,6,11,20,70,2,15,6,12,41,101,2,8,33,8,9,14,414
5039,67,249,1,28,33,52,25,15,14,2,30,112,0,1,70,38,7,1,745
5040,3,30,4,56,62,18,0,15,0,0,1,13,1,1,40,1,5,6,256
5041,9,23,4,9,19,42,0,19,3,1,17,46,2,5,27,7,7,2,242
5042,18,24,16,19,27,191,3,22,2,15,75,188,4,14,34,11,17,36,716
5043,0,2,2,0,3,14,0,4,0,0,22,8,0,0,2,0,2,3,62
5044,2,8,4,6,10,65,1,11,2,3,27,71,2,10,9,0,5,6,242
5045,2,3,1,2,0,31,0,1,1,2,2,6,2,2,1,1,1,1,59
5046,90,169,21,66,99,306,17,87,20,22,103,307,22,30,221,37,53,31,1701
5047,45,91,6,15,52,144,1,35,6,5,37,116,4,7,75,20,11,10,680
5048,6,6,2,2,2,34,0,5,1,3,27,49,2,8,8,1,8,6,170
5049,15,27,4,4,17,82,8,14,3,10,25,81,1,6,29,6,12,12,356
5050,3,11,1,1,6,43,0,6,0,2,46,36,0,0,10,1,7,3,176
5051,2,6,0,1,1,8,0,1,0,0,1,22,0,0,2,1,0,2,47
5052,2,2,1,0,3,1,1,4,1,1,1,12,0,1,6,0,3,3,42
5053,22,61,11,13,104,69,2,54,4,15,16,52,1,1,91,8,16,16,556
5054,40,111,13,61,61,207,10,64,21,27,110,338,12,44,93,28,41,28,1309
5055,4,5,0,0,2,12,0,6,7,2,21,13,6,2,5,2,4,1,92
5056,7,17,13,8,61,135,0,31,4,6,40,28,5,9,43,7,11,12,437
5057,9,16,1,4,6,22,1,4,1,0,9,41,2,0,19,1,9,0,145
5058,3,18,0,1,3,7,0,3,4,0,7,19,3,0,2,28,0,0,98
5059,33,90,1,28,21,9,0,13,2,0,12,34,0,2,54,9,4,3,315
5060,2,10,3,7,6,43,2,10,1,7,13,18,6,12,12,6,3,6,167
5061,5,11,15,6,35,157,0,19,1,45,41,25,2,24,23,3,8,51,471
5062,0,3,1,1,6,10,2,5,0,0,3,8,1,0,3,0,3,0,46
5063,0,9,8,5,8,42,0,16,2,10,35,44,1,13,14,2,9,18,236
5064,23,17,1,4,9,18,3,5,2,1,5,69,1,1,14,4,11,4,192
5065,14,51,22,13,57,103,0,52,4,35,44,68,11,30,65,18,24,47,658
5066,2,4,1,2,3,9,0,3,0,0,4,17,1,1,5,1,3,2,58
5067,0,4,0,2,1,7,0,2,1,2,8,16,0,10,3,3,5,3,67
5068,2,4,1,0,2,14,0,4,1,0,6,54,0,1,6,1,3,1,100
5069,8,12,0,0,1,2,0,0,20,0,1,6,0,0,0,7,1,0,58
5070,46,62,17,15,72,214,16,61,8,15,64,179,6,15,115,15,30,15,965
5071,6,17,5,0,20,20,0,26,0,1,12,24,0,1,52,3,6,2,195
5072,2,9,5,3,42,27,0,17,0,0,6,4,2,0,29,0,5,7,158
5073,2,9,7,0,9,4,0,2,5,0,4,10,0,0,4,7,0,1,64
5074,84,141,16,44,60,262,12,52,14,22,114,344,10,21,145,39,46,25,1451
5075,6,19,2,9,44,9,0,8,10,1,1,8,1,1,21,5,3,1,149
5076,6,13,1,2,10,79,7,7,0,3,19,39,0,3,20,3,4,2,218
5077,50,94,8,69,38,129,9,17,17,2,51,184,4,3,52,29,19,5,780
5078,1,5,6,3,39,24,0,19,0,0,7,10,1,2,21,1,5,4,148
5079,3,7,2,3,5,14,1,5,1,1,1,49,0,3,10,1,8,5,119
5080,8,15,1,8,6,30,1,9,0,2,7,20,3,2,16,2,3,4,137
5081,3,14,1,2,9,61,0,11,0,6,25,29,2,3,18,1,8,11,204
5082,8,16,5,5,16,88,11,18,4,4,38,120,6,8,19,5,25,4,400
5083,38,80,2,11,14,97,0,19,3,6,51,136,2,8,68,17,25,9,586
5084,11,23,22,8,30,179,0,55,1,22,30,45,3,17,55,3,10,75,589
5085,18,21,2,3,10,78,1,22,5,1,40,134,10,9,32,7,28,5,426
5086,12,22,3,6,11,53,4,14,6,5,26,88,5,4,20,3,21,8,311
5087,15,60,7,19,33,125,0,30,2,10,45,109,3,5,84,6,19,16,588
5088,0,10,3,7,27,4,0,7,1,0,1,7,0,0,15,1,5,1,89
5089,2,2,0,0,1,20,3,1,0,3,10,12,1,3,3,1,5,3,70
5090,27,64,22,30,75,147,4,54,6,13,60,183,6,12,89,17,29,15,853
5091,23,52,12,9,50,98,2,53,4,7,48,116,3,7,101,15,24,17,641
5092,4,5,0,2,2,20,0,8,0,7,29,30,2,22,18,1,9,12,171
5093,3,9,0,1,3,5,1,5,0,2,7,30,3,2,10,1,6,3,91
5094,10,22,1,6,14,7,0,9,1,2,6,25,0,0,36,2,16,0,157
5095,1,7,2,2,4,11,0,4,3,1,3,25,0,0,3,5,7,1,79
5096,28,39,8,13,53,106,0,36,8,3,27,103,1,7,64,19,19,10,544
5097,7,18,2,9,11,58,0,8,3,2,15,71,4,3,13,5,14,2,245
5098,9,35,7,22,26,53,0,21,4,3,27,65,10,20,36,9,19,12,378
5099,14,42,6,61,21,96,0,24,1,13,14,30,3,6,63,9,7,13,423
5100,52,102,29,29,74,280,11,76,13,41,111,405,18,54,103,37,51,91,1577
5101,8,8,1,4,10,13,1,5,1,4,4,15,0,3,15,3,3,6,104
5102,11,25,4,13,24,43,0,19,2,4,15,61,2,4,46,3,20,6,302
5103,41,118,12,22,99,60,0,72,5,3,29,61,6,6,170,21,26,9,760
5104,5,18,2,4,12,9,0,11,0,0,8,21,0,0,32,1,9,0,132
5105,3,17,2,11,10,17,1,4,2,6,13,54,2,3,12,9,9,4,179
5106,0,12,2,0,6,43,0,13,0,12,17,13,1,6,13,6,2,27,173
5107,31,66,15,11,84,255,2,63,3,18,108,305,6,25,133,19,36,22,1202
5108,16,21,10,6,42,183,2,32,2,29,59,191,5,32,29,9,18,48,734
5109,6,14,5,1,13,50,0,26,2,16,31,42,3,33,34,5,10,25,316
5110,3,3,1,0,4,5,0,5,2,0,3,14,2,1,6,0,9,0,58
5111,39,105,15,42,36,285,7,29,16,23,136,449,7,57,51,28,41,40,1406
5112,23,84,13,30,115,52,0,79,20,5,42,76,24,6,98,58,13,13,751
5113,72,91,16,31,68,135,0,44,18,1,131,295,25,15,121,29,46,6,1144
5114,5,5,24,2,23,56,0,40,0,36,28,34,2,20,26,1,12,66,380
5115,8,8,2,0,4,7,1,3,2,1,2,25,1,0,7,3,3,2,79
5116,1,3,0,0,1,12,0,1,0,0,2,13,0,0,1,1,0,2,37
5117,0,4,1,2,3,10,0,0,0,0,3,7,0,0,3,1,1,2,37
5118,6,53,3,1,31,17,0,29,0,5,11,40,3,0,77,5,22,7,310
5119,0,1,0,0,1,21,0,1,0,0,8,8,0,1,1,0,3,0,45
5120,23,73,6,8,32,46,2,52,10,10,29,55,5,24,57,13,11,14,470
5121,14,41,5,3,16,85,0,25,0,5,28,44,3,1,79,8,7,3,367
5122,0,7,1,1,10,8,0,2,0,1,2,9,0,0,5,1,1,1,49
5123,11,25,1,5,11,44,0,8,0,2,9,33,1,1,28,2,1,3,185
5124,18,41,5,3,18,73,4,15,14,16,53,148,3,15,21,14,21,16,498
5125,3,5,0,1,0,11,0,2,6,1,6,14,0,0,1,3,6,1,60
5126,14,13,1,5,5,83,0,7,0,4,43,62,1,5,19,4,9,4,279
5127,2,14,3,2,44,7,0,20,1,1,2,13,0,0,27,1,4,0,141
5128,10,26,4,8,15,18,1,20,7,5,7,33,8,7,31,10,10,3,223
5129,5,35,7,6,50,25,0,21,4,7,8,26,0,3,35,15,6,14,267
5130,3,2,2,0,3,2,0,5,1,0,2,17,2,0,6,1,6,1,53
5131,27,81,22,24,63,156,0,55,3,8,134,142,5,5,115,11,21,19,891
5132,8,10,1,1,5,9,0,4,4,0,8,32,1,2,7,4,11,0,107
5133,5,10,2,3,5,24,0,10,0,3,7,35,0,0,15,1,2,2,124
5134,9,21,2,5,9,23,0,3,3,3,10,49,3,1,20,4,6,5,176
5135,1,1,5,1,12,44,0,8,0,3,14,33,0,1,13,0,11,7,154
5136,20,45,8,8,41,75,0,26,2,6,41,92,1,5,55,9,16,9,459
5137,4,22,3,43,15,54,0,15,0,8,10,22,0,2,25,4,3,12,242
5138,11,28,8,16,29,55,0,26,1,11,22,58,4,10,48,3,11,21,362
5139,16,10,0,1,0,44,0,4,0,0,27,97,1,0,14,2,7,0,223
5140,13,53,18,19,50,133,0,65,3,19,60,133,5,8,105,6,26,33,749
5141,2,16,2,4,35,7,0,15,0,2,2,3,0,0,32,2,4,2,128
5142,12,24,26,9,50,132,0,124,1,10,43,87,12,33,116,3,53,41,776
5143,10,31,1,3,20,43,0,13,0,4,14,38,3,3,46,3,6,4,242
5144,3,9,0,1,1,10,0,2,0,3,4,9,0,2,7,1,0,3,55
5145,0,8,0,1,1,8,0,1,0,0,1,7,0,0,3,2,2,1,35
5146,1,4,0,1,0,5,0,0,0,0,0,22,0,0,1,2,0,0,36
5147,9,29,0,2,3,2,2,2,2,1,3,14,0,0,12,3,1,1,86
5148,12,28,0,3,6,41,0,3,1,1,15,54,0,0,21,9,6,0,200
5149,1,7,1,0,4,12,0,3,1,0,4,11,0,1,10,1,1,0,57
5150,4,4,0,0,7,13,0,5,1,2,20,12,0,0,14,1,3,2,88
5151,4,29,34,71,28,41,0,24,0,7,9,32,0,1,23,6,1,25,335
5152,2,6,1,2,4,11,0,2,0,4,3,7,0,3,6,1,2,5,59
5153,33,24,10,10,31,255,1,29,0,2,88,244,7,15,51,6,28,25,859
5154,4,10,2,1,8,7,0,6,0,1,4,13,0,0,18,0,3,2,79
5155,0,10,0,1,7,7,0,4,0,0,2,7,1,0,17,1,4,0,61
5156,34,57,7,13,46,113,0,40,5,7,63,145,3,11,80,7,29,11,671
5157,7,23,3,1,16,36,0,10,7,8,25,31,2,8,15,7,8,6,213
5158,10,33,4,48,20,52,1,21,3,29,27,65,5,24,25,6,17,34,424
5159,1,6,2,1,5,3,0,4,0,1,2,6,0,1,10,1,0,2,45
5160,3,3,1,1,2,13,0,2,0,0,6,19,0,2,1,0,1,3,57
5161,48,75,27,8,57,103,3,64,10,20,28,99,8,13,104,15,34,38,754
5162,0,15,1,1,6,7,0,7,0,0,2,11,2,0,25,0,2,1,80
5163,27,44,17,41,68,275,3,46,6,28,107,153,7,63,74,28,35,50,1072
5164,4,6,0,0,3,21,1,7,1,1,14,45,1,2,12,1,41,2,162
5165,5,7,3,2,6,51,1,6,1,5,13,60,2,3,9,2,14,7,197
5166,8,23,1,12,16,24,2,11,5,1,13,56,15,2,19,7,21,2,238
5167,15,42,25,25,74,33,0,34,4,2,6,35,1,2,53,4,8,18,381
5168,0,0,0,0,2,16,0,2,0,2,6,7,0,0,2,0,2,3,42
5169,15,39,4,4,21,23,0,14,1,0,15,57,1,4,44,4,10,1,257
5170,9,15,1,4,9,27,2,7,4,8,3,27,2,1,13,2,4,2,140
5171,5,4,3,0,9,9,0,10,0,0,2,7,1,0,21,0,5,1,77
5172,39,48,15,4,39,229,2,57,8,16,92,179,7,23,73,16,20,35,902
5173,10,43,3,6,28,39,0,30,0,16,13,25,2,7,85,2,20,24,353
5174,1,2,0,0,1,5,1,1,1,1,0,12,1,0,2,0,0,1,29
5175,0,6,2,1,4,11,0,5,0,1,5,14,0,0,10,0,2,0,61
5176,5,3,2,0,10,28,0,12,0,7,2,6,1,1,17,0,2,8,104
5177,11,43,1,2,15,33,0,21,0,0,15,22,1,0,68,2,5,2,241
5178,17,21,7,13,22,216,1,16,3,11,41,68,5,19,32,7,7,18,524
5179,9,12,1,0,5,9,1,3,1,4,5,16,0,0,18,3,2,5,94
5180,14,22,2,7,5,22,0,8,10,5,11,63,3,6,17,12,18,9,234
5181,1,9,3,2,10,20,0,8,1,5,10,17,0,1,14,1,6,3,111
5182,11,50,13,24,37,137,1,42,3,10,63,106,5,14,49,14,13,27,619
5183,7,41,2,7,12,48,0,10,2,7,24,23,1,2,30,7,3,5,231
5184,39,59,0,13,16,116,11,9,3,8,42,139,2,2,47,11,8,7,532
5185,16,42,6,17,20,111,2,24,4,17,31,100,10,15,49,13,15,39,531
5186,2,20,5,4,51,16,0,20,3,1,8,18,1,3,33,2,5,0,192
5187,11,22,4,8,63,30,0,26,1,8,12,30,1,4,50,3,10,9,292
5188,2,7,2,3,17,35,0,22,0,12,10,24,2,6,16,0,5,33,196
5189,2,8,4,3,26,10,0,7,2,1,5,11,2,0,13,4,5,2,105
5190,0,3,3,2,6,17,0,7,0,19,4,8,0,11,6,0,3,29,118
5191,3,11,0,2,6,7,0,6,1,3,5,16,3,1,10,3,5,4,86
5192,0,2,1,0,6,9,0,4,1,2,4,7,2,0,8,3,1,4,54
5193,10,26,6,5,48,107,2,23,7,7,35,78,1,5,43,5,14,8,430
5194,8,10,2,2,9,41,2,11,2,2,11,23,0,2,14,2,4,2,147
5195,8,12,0,1,3,20,1,5,8,1,10,34,2,4,7,4,11,0,131
5196,7,3,0,0,3,59,0,4,0,1,16,33,0,0,4,1,1,1,133
5197,9,17,1,1,7,33,1,12,22,4,10,27,38,9,26,5,8,6,236
5198,16,27,9,10,28,175,6,15,2,10,51,110,3,9,31,6,8,19,535
5199,4,10,1,2,3,15,0,4,1,1,7,13,0,1,12,1,4,2,81
5200,2,15,13,0,17,19,0,15,3,15,10,12,0,11,13,2,3,27,177
5201,4,16,1,6,7,31,2,11,7,1,17,52,4,7,16,6,19,2,209
5202,5,3,1,1,4,12,0,3,0,0,2,7,18,0,16,0,2,0,74
5203,3,4,1,0,4,9,0,4,3,3,6,11,10,8,8,1,11,4,90
5204,3,7,4,9,21,17,0,16,0,0,3,7,1,0,18,2,0,1,109
5205,24,123,9,97,89,78,1,50,3,15,27,76,2,21,123,15,18,25,796
5206,2,3,1,1,2,9,1,2,0,3,5,16,0,1,11,0,3,4,64
5207,2,2,2,0,2,13,0,4,1,1,18,12,0,2,4,1,1,1,66
5208,11,55,1,15,42,20,0,13,3,7,7,33,0,1,42,5,8,5,268
5209,26,39,1,3,7,21,0,13,3,1,11,79,5,2,43,15,15,2,286
5210,3,12,1,1,14,11,0,5,3,2,14,30,0,3,19,1,7,2,128
5211,4,15,9,6,47,44,2,19,1,1,18,28,2,3,31,2,8,4,244
5212,8,9,0,1,4,9,3,3,7,1,5,19,1,1,3,3,3,0,80
5213,4,8,0,2,3,13,0,2,0,1,2,13,0,0,12,0,1,2,63
5214,3,4,2,0,3,11,0,2,1,0,6,15,1,2,5,1,5,1,62
5215,3,3,2,0,1,4,0,4,2,3,3,9,0,1,3,1,1,2,42
5216,0,4,0,1,3,10,0,1,0,1,1,8,0,0,4,0,1,2,36
5217,11,53,7,14,61,28,0,23,5,9,11,27,0,3,52,7,7,8,326
5218,1,1,35,2,11,12,3,21,0,2,4,4,0,2,12,0,1,17,128
5219,15,57,4,6,51,15,0,35,2,1,11,29,1,0,89,6,9,1,332
5220,49,112,23,81,75,246,10,74,8,17,89,306,5,17,120,24,29,42,1327
5221,4,12,1,0,4,4,0,1,7,0,3,14,0,0,3,13,1,1,68
5222,13,29,18,15,54,143,4,49,3,21,52,79,5,27,71,11,18,41,653
5223,17,31,6,13,36,98,1,17,3,13,28,72,0,5,38,4,12,7,401
5224,0,2,1,5,6,10,0,6,2,6,1,7,1,2,9,1,0,8,67
5225,22,45,10,27,58,94,2,32,4,11,17,48,4,6,53,10,8,16,467
5226,11,21,2,2,15,19,1,11,0,0,13,31,3,1,51,2,11,0,194
5227,19,73,5,9,55,25,0,38,0,0,11,20,2,0,129,3,10,7,406
5228,3,4,0,0,3,7,0,1,0,0,3,12,1,0,4,0,6,0,44
5229,4,26,1,13,23,19,0,11,1,4,2,16,1,0,22,1,2,5,151
5230,16,42,12,3,24,23,0,22,1,5,29,37,3,10,60,1,13,9,310
5231,3,3,1,0,5,5,1,3,0,3,3,12,5,0,16,0,6,3,69
5232,9,33,8,8,58,35,0,42,5,24,11,13,3,7,77,7,11,19,370
5233,16,16,2,2,7,35,3,6,2,7,14,63,1,1,14,3,7,6,205
5234,24,14,6,5,24,132,8,10,3,5,43,88,0,6,20,4,7,8,407
5235,2,5,1,3,13,18,0,7,2,3,4,9,0,0,10,0,6,2,85
5236,10,38,6,3,21,33,0,18,1,5,14,57,3,2,31,7,11,10,270
5237,2,15,3,4,16,12,0,30,1,3,5,10,1,1,34,1,3,4,145
5238,2,4,2,0,1,6,0,0,0,3,7,4,0,13,1,0,1,4,48
5239,24,40,6,17,21,112,5,22,4,8,52,133,0,10,44,10,16,13,537
5240,1,2,1,0,1,25,0,1,0,0,16,14,0,0,3,0,1,0,65
5241,1,7,2,1,19,53,0,9,0,4,31,45,1,2,9,2,5,5,196
5242,20,29,8,7,55,20,0,17,2,6,8,40,1,2,39,5,9,6,274
5243,0,4,4,1,23,11,0,11,0,1,1,4,1,0,13,0,3,3,80
5244,1,7,4,1,7,5,0,21,2,1,4,9,0,1,11,2,4,9,89
5245,2,6,0,0,2,14,0,0,0,0,4,16,0,1,3,2,0,0,50
5246,7,21,1,8,7,72,1,2,0,1,17,52,3,1,14,1,3,2,213
5247,0,3,0,5,2,16,0,2,0,0,5,10,0,1,2,1,0,2,49
5248,3,3,6,1,5,93,0,8,0,3,34,17,2,7,8,1,3,5,199
5249,46,120,4,9,54,107,0,63,5,2,83,105,4,1,146,19,18,7,793
5250,16,53,21,54,36,94,0,25,4,16,70,134,2,15,45,10,15,32,642
5251,11,22,4,9,19,66,1,16,4,7,29,77,3,4,21,6,7,9,315
5252,12,10,1,3,5,7,8,3,4,0,3,43,0,1,9,4,5,1,119
5253,10,29,7,10,14,25,0,20,9,18,20,74,2,15,20,17,30,24,344
5254,7,27,0,8,19,26,0,12,0,1,10,16,0,1,34,3,6,2,172
5255,12,21,1,4,9,50,1,17,7,14,21,59,5,7,28,9,16,20,301
5256,54,123,23,32,94,319,3,109,6,26,146,301,19,40,207,29,47,64,1642
5257,6,19,1,6,19,52,0,7,7,4,21,28,1,7,10,7,3,2,200
5258,3,5,0,2,1,2,0,0,1,1,3,7,1,2,11,1,0,0,40
5259,5,6,0,0,3,4,0,3,0,0,3,28,0,1,7,1,2,1,64
5260,9,18,11,28,19,82,10,16,6,2,33,89,15,13,28,12,19,11,421
5261,14,25,3,3,17,11,0,17,5,0,10,59,4,0,54,3,12,2,239
5262,2,10,2,3,5,24,0,4,1,5,7,19,1,9,10,3,0,7,112
5263,13,32,2,9,35,24,0,28,2,3,14,35,8,4,95,4,17,2,327
5264,13,29,9,16,23,71,1,28,4,8,17,50,1,2,45,3,14,9,343
5265,23,45,11,23,27,67,4,22,17,9,34,161,1,9,25,22,23,12,535
5266,6,11,1,1,2,5,0,2,1,0,1,20,0,0,3,6,2,0,61
5267,5,17,2,5,6,39,1,8,3,6,17,44,1,4,11,5,4,6,184
5268,38,93,17,54,65,215,1,74,1,21,161,125,7,20,184,17,20,20,1133
5269,56,53,7,20,30,135,4,18,7,4,30,145,3,9,55,18,10,7,611
5270,7,29,13,29,51,16,0,22,5,3,6,23,1,3,40,5,6,6,265
5271,51,103,8,11,24,134,3,29,15,8,135,200,4,13,92,24,21,10,885
5272,4,11,2,3,25,55,0,20,0,1,18,27,0,3,30,0,10,1,210
5273,22,20,6,5,13,148,1,19,20,8,70,137,17,24,25,9,42,14,600
5274,1,7,0,3,2,7,0,3,0,1,1,20,0,0,2,0,2,0,49
5275,9,8,2,0,9,16,3,5,0,0,10,88,1,2,8,0,7,6,174
5276,9,13,2,2,8,34,0,8,2,6,14,25,1,3,24,1,6,7,165
5277,21,60,12,22,46,102,3,48,5,21,54,104,6,30,92,10,29,28,693
5278,13,45,17,15,85,43,1,36,2,4,35,50,4,3,65,8,15,13,454
5279,3,2,0,0,1,17,0,5,0,0,36,31,0,4,6,1,6,1,113
5280,1,4,1,2,2,8,0,2,0,1,2,11,0,1,6,0,1,1,43
5281,14,22,12,5,37,128,0,43,0,1,48,85,17,8,81,0,16,10,527
5282,8,12,17,5,22,216,0,30,1,77,64,50,5,34,25,3,7,94,670
5283,12,43,16,13,97,79,0,97,7,50,26,55,11,27,117,6,13,62,731
5284,11,10,10,2,9,20,3,10,1,5,14,28,7,1,24,0,8,6,169
5285,2,11,1,2,4,21,0,3,0,0,4,13,0,4,11,1,3,0,80
5286,9,8,3,5,7,162,2,14,0,4,43,52,3,9,24,4,8,8,365
